68 + 0 = 
47 + 38 = 
25 + 61 = 
19 + 62 = 
25 + 35 = 
2 + 6 = 
9 + 48 = 
39 + 4 = 
58 + 10 = 
13 + 60 = 
3 + 79 = 
60 + 6 = 
34 + 25 = 
23 + 74 = 
60 + 7 = 
80 + 16 = 
39 + 44 = 
28 + 47 = 
94 + 5 = 
30 + 31 = 
29 + 32 = 
54 + 38 = 
1 + 24 = 
34 + 20 = 
12 + 4 = 
31 + 57 = 
57 + 28 = 
29 + 20 = 
49 + 25 = 
19 + 20 = 
16 + 83 = 
11 + 75 = 
35 + 3 = 
8 + 10 = 
9 + 11 = 
65 + 17 = 
7 + 71 = 
24 + 43 = 
72 + 0 = 
14 + 38 = 
46 + 24 = 
21 + 8 = 
46 + 24 = 
2 + 5 = 
14 + 59 = 
6 + 37 = 
1 + 77 = 
15 + 26 = 
3 + 57 = 
47 + 32 = 
23 + 43 = 
67 + 22 = 
43 + 20 = 
8 + 59 = 
62 + 0 = 
27 + 65 = 
52 + 29 = 
85 + 6 = 
69 + 14 = 
33 + 51 = 
9 + 14 = 
44 + 18 = 
10 + 42 = 
17 + 12 = 
27 + 9 = 
23 + 47 = 
39 + 59 = 
55 + 37 = 
39 + 19 = 
65 + 23 = 
62 + 19 = 
88 + 9 = 
16 + 24 = 
4 + 30 = 
25 + 48 = 
25 + 2 = 
2 + 46 = 
24 + 26 = 
20 + 10 = 
22 + 69 = 
34 + 46 = 
68 + 31 = 
9 + 89 = 
22 + 21 = 
76 + 21 = 
53 + 11 = 
50 + 46 = 
47 + 4 = 
3 + 86 = 
19 + 25 = 
