97 - 96 = 
49 - 20 = 
55 - 30 = 
77 - 38 = 
82 - 52 = 
54 - 50 = 
63 - 18 = 
63 - 17 = 
30 - 14 = 
66 - 3 = 
35 - 15 = 
44 - 19 = 
88 - 29 = 
9 - 0 = 
56 - 28 = 
91 - 83 = 
36 - 3 = 
8 - 8 = 
94 - 12 = 
60 - 58 = 
51 - 38 = 
97 - 14 = 
38 - 27 = 
54 - 34 = 
67 - 34 = 
32 - 15 = 
84 - 23 = 
87 - 69 = 
89 - 34 = 
56 - 40 = 
6 - 1 = 
94 - 0 = 
64 - 11 = 
21 - 6 = 
79 - 73 = 
82 - 41 = 
67 - 39 = 
35 - 29 = 
54 - 36 = 
23 - 8 = 
91 - 58 = 
66 - 62 = 
90 - 70 = 
62 - 13 = 
75 - 63 = 
93 - 13 = 
75 - 33 = 
100 - 60 = 
64 - 10 = 
68 - 36 = 
92 - 89 = 
64 - 45 = 
36 - 20 = 
100 - 24 = 
26 - 12 = 
71 - 31 = 
49 - 1 = 
57 - 49 = 
35 - 32 = 
61 - 39 = 
92 - 73 = 
92 - 80 = 
65 - 10 = 
89 - 3 = 
81 - 18 = 
84 - 53 = 
57 - 19 = 
90 - 26 = 
92 - 34 = 
91 - 34 = 
17 - 7 = 
58 - 55 = 
90 - 81 = 
72 - 37 = 
60 - 45 = 
48 - 4 = 
88 - 50 = 
100 - 51 = 
81 - 50 = 
73 - 56 = 
57 - 1 = 
58 - 49 = 
51 - 4 = 
100 - 88 = 
76 - 54 = 
74 - 74 = 
54 - 47 = 
92 - 82 = 
62 - 9 = 
51 - 34 = 
