36 + 31 = 
52 + 35 = 
18 + 20 = 
31 + 4 = 
74 + 15 = 
51 + 44 = 
14 + 61 = 
12 + 30 = 
6 + 28 = 
10 + 90 = 
37 + 61 = 
39 + 8 = 
15 + 1 = 
36 + 58 = 
1 + 34 = 
6 + 17 = 
47 + 46 = 
37 + 11 = 
32 + 45 = 
35 + 63 = 
84 + 7 = 
50 + 37 = 
68 + 23 = 
23 + 53 = 
3 + 68 = 
95 + 1 = 
11 + 11 = 
16 + 21 = 
25 + 34 = 
13 + 15 = 
41 + 50 = 
33 + 23 = 
38 + 42 = 
20 + 44 = 
76 + 9 = 
16 + 53 = 
18 + 19 = 
49 + 48 = 
10 + 6 = 
66 + 2 = 
36 + 43 = 
46 + 9 = 
9 + 1 = 
2 + 55 = 
13 + 37 = 
5 + 51 = 
45 + 53 = 
71 + 24 = 
60 + 9 = 
56 + 42 = 
