90 - 41 = 
73 - 69 = 
66 - 37 = 
78 - 27 = 
73 - 26 = 
49 - 2 = 
80 - 7 = 
63 - 1 = 
67 - 64 = 
46 - 13 = 
90 - 20 = 
68 - 45 = 
81 - 63 = 
72 - 46 = 
13 - 7 = 
66 - 24 = 
61 - 26 = 
54 - 47 = 
37 - 5 = 
79 - 46 = 
66 - 30 = 
60 - 8 = 
57 - 23 = 
70 - 19 = 
19 - 8 = 
77 - 10 = 
22 - 18 = 
97 - 88 = 
29 - 6 = 
71 - 39 = 
69 - 56 = 
75 - 6 = 
47 - 22 = 
88 - 78 = 
84 - 55 = 
66 - 31 = 
56 - 56 = 
88 - 47 = 
99 - 43 = 
82 - 43 = 
81 - 62 = 
66 - 58 = 
65 - 8 = 
98 - 2 = 
20 - 4 = 
83 - 49 = 
84 - 53 = 
62 - 45 = 
76 - 5 = 
67 - 19 = 
56 - 19 = 
72 - 51 = 
66 - 19 = 
77 - 69 = 
57 - 6 = 
31 - 20 = 
85 - 51 = 
89 - 73 = 
63 - 44 = 
89 - 2 = 
42 - 20 = 
88 - 50 = 
19 - 1 = 
64 - 59 = 
76 - 11 = 
84 - 51 = 
25 - 24 = 
62 - 40 = 
77 - 77 = 
23 - 22 = 
