91 - 62 = 
90 - 81 = 
68 - 36 = 
80 - 74 = 
61 - 22 = 
63 - 19 = 
97 - 0 = 
59 - 19 = 
74 - 41 = 
89 - 48 = 
95 - 49 = 
75 - 59 = 
92 - 27 = 
37 - 0 = 
47 - 7 = 
100 - 54 = 
91 - 78 = 
98 - 64 = 
64 - 46 = 
37 - 19 = 
63 - 45 = 
40 - 37 = 
56 - 22 = 
53 - 43 = 
85 - 20 = 
63 - 54 = 
71 - 54 = 
54 - 2 = 
42 - 23 = 
60 - 23 = 
94 - 87 = 
81 - 48 = 
68 - 62 = 
27 - 3 = 
41 - 14 = 
65 - 42 = 
73 - 52 = 
99 - 92 = 
21 - 0 = 
49 - 40 = 
49 - 32 = 
100 - 42 = 
93 - 49 = 
94 - 31 = 
99 - 20 = 
59 - 5 = 
47 - 14 = 
63 - 12 = 
58 - 45 = 
71 - 12 = 
43 - 36 = 
67 - 45 = 
88 - 57 = 
60 - 4 = 
26 - 19 = 
58 - 9 = 
25 - 25 = 
36 - 36 = 
86 - 74 = 
80 - 59 = 
