17 + 38 = 
32 + 48 = 
9 + 53 = 
86 + 9 = 
14 + 10 = 
67 + 32 = 
14 + 3 = 
14 + 32 = 
25 + 47 = 
57 + 21 = 
50 + 21 = 
26 + 59 = 
17 + 79 = 
52 + 18 = 
8 + 81 = 
23 + 64 = 
2 + 20 = 
61 + 7 = 
67 + 6 = 
30 + 12 = 
49 + 45 = 
50 + 46 = 
14 + 47 = 
46 + 1 = 
33 + 55 = 
20 + 79 = 
7 + 65 = 
45 + 34 = 
18 + 49 = 
43 + 10 = 
11 + 54 = 
72 + 15 = 
14 + 21 = 
50 + 50 = 
22 + 25 = 
51 + 15 = 
79 + 6 = 
36 + 28 = 
33 + 64 = 
6 + 86 = 
22 + 47 = 
24 + 9 = 
52 + 6 = 
3 + 24 = 
45 + 17 = 
35 + 19 = 
10 + 76 = 
50 + 26 = 
64 + 18 = 
12 + 13 = 
11 + 67 = 
79 + 4 = 
17 + 58 = 
48 + 8 = 
36 + 42 = 
56 + 34 = 
43 + 39 = 
46 + 2 = 
7 + 90 = 
29 + 23 = 
63 + 1 = 
17 + 44 = 
25 + 45 = 
4 + 34 = 
18 + 35 = 
86 + 3 = 
75 + 23 = 
10 + 51 = 
23 + 71 = 
10 + 42 = 
