74 - 60 = 
57 - 51 = 
20 - 18 = 
91 - 57 = 
96 - 78 = 
80 - 73 = 
68 - 46 = 
67 - 59 = 
71 - 48 = 
62 - 35 = 
99 - 74 = 
80 - 51 = 
38 - 5 = 
93 - 10 = 
72 - 55 = 
85 - 50 = 
34 - 20 = 
61 - 1 = 
94 - 18 = 
77 - 48 = 
31 - 1 = 
35 - 19 = 
97 - 18 = 
43 - 28 = 
53 - 45 = 
70 - 66 = 
75 - 73 = 
37 - 14 = 
78 - 73 = 
83 - 68 = 
88 - 26 = 
45 - 20 = 
68 - 50 = 
80 - 71 = 
80 - 48 = 
79 - 62 = 
47 - 3 = 
90 - 48 = 
43 - 9 = 
92 - 28 = 
89 - 32 = 
61 - 46 = 
96 - 7 = 
93 - 2 = 
84 - 26 = 
38 - 26 = 
42 - 33 = 
89 - 43 = 
96 - 1 = 
71 - 25 = 
41 - 8 = 
100 - 21 = 
42 - 14 = 
58 - 22 = 
55 - 48 = 
45 - 5 = 
74 - 28 = 
26 - 21 = 
83 - 74 = 
56 - 40 = 
30 - 2 = 
61 - 17 = 
91 - 17 = 
90 - 34 = 
69 - 18 = 
79 - 7 = 
95 - 0 = 
93 - 89 = 
72 - 38 = 
54 - 11 = 
41 - 21 = 
98 - 44 = 
92 - 40 = 
49 - 11 = 
74 - 11 = 
90 - 16 = 
79 - 5 = 
68 - 46 = 
50 - 33 = 
73 - 54 = 
39 - 27 = 
70 - 12 = 
17 - 1 = 
58 - 3 = 
84 - 84 = 
83 - 22 = 
54 - 3 = 
56 - 8 = 
99 - 71 = 
84 - 64 = 
46 - 1 = 
71 - 25 = 
97 - 94 = 
81 - 41 = 
48 - 42 = 
90 - 42 = 
64 - 44 = 
100 - 11 = 
55 - 32 = 
52 - 46 = 
