55 - 49 = 
44 - 7 = 
98 - 90 = 
74 - 71 = 
99 - 99 = 
62 - 52 = 
65 - 17 = 
72 - 30 = 
19 - 6 = 
89 - 29 = 
95 - 4 = 
96 - 13 = 
63 - 56 = 
66 - 64 = 
48 - 13 = 
64 - 17 = 
61 - 14 = 
52 - 2 = 
71 - 16 = 
79 - 0 = 
52 - 23 = 
42 - 3 = 
7 - 2 = 
57 - 34 = 
28 - 24 = 
75 - 53 = 
61 - 42 = 
39 - 4 = 
15 - 14 = 
91 - 38 = 
71 - 56 = 
81 - 65 = 
90 - 26 = 
24 - 13 = 
31 - 24 = 
74 - 33 = 
74 - 15 = 
76 - 8 = 
91 - 37 = 
100 - 71 = 
93 - 4 = 
93 - 56 = 
51 - 12 = 
42 - 29 = 
80 - 77 = 
71 - 37 = 
76 - 24 = 
76 - 6 = 
37 - 35 = 
78 - 76 = 
66 - 20 = 
99 - 67 = 
20 - 11 = 
60 - 37 = 
84 - 65 = 
91 - 34 = 
55 - 27 = 
96 - 82 = 
90 - 38 = 
81 - 54 = 
44 - 29 = 
39 - 15 = 
39 - 22 = 
16 - 7 = 
41 - 35 = 
9 - 8 = 
55 - 51 = 
86 - 53 = 
48 - 14 = 
92 - 80 = 
67 - 18 = 
42 - 29 = 
67 - 19 = 
86 - 42 = 
88 - 21 = 
86 - 50 = 
25 - 21 = 
89 - 6 = 
58 - 0 = 
95 - 51 = 
87 - 85 = 
77 - 49 = 
71 - 69 = 
71 - 43 = 
95 - 27 = 
79 - 60 = 
48 - 16 = 
73 - 30 = 
67 - 66 = 
23 - 13 = 
26 - 7 = 
60 - 0 = 
79 - 40 = 
99 - 51 = 
78 - 78 = 
64 - 62 = 
70 - 10 = 
70 - 31 = 
81 - 70 = 
25 - 13 = 
