35 + 62 = 
73 + 9 = 
36 + 8 = 
12 + 80 = 
31 + 42 = 
3 + 60 = 
44 + 8 = 
40 + 26 = 
43 + 33 = 
35 + 43 = 
48 + 21 = 
52 + 16 = 
39 + 56 = 
45 + 27 = 
4 + 28 = 
93 + 2 = 
53 + 4 = 
22 + 5 = 
23 + 75 = 
18 + 27 = 
9 + 17 = 
14 + 27 = 
38 + 49 = 
52 + 47 = 
18 + 41 = 
68 + 9 = 
12 + 11 = 
27 + 67 = 
34 + 33 = 
59 + 22 = 
9 + 15 = 
50 + 40 = 
61 + 35 = 
24 + 41 = 
60 + 7 = 
33 + 22 = 
28 + 13 = 
16 + 22 = 
8 + 24 = 
5 + 77 = 
14 + 55 = 
63 + 12 = 
61 + 11 = 
33 + 25 = 
48 + 27 = 
33 + 39 = 
9 + 56 = 
41 + 5 = 
56 + 12 = 
59 + 35 = 
65 + 10 = 
13 + 25 = 
18 + 82 = 
53 + 37 = 
25 + 2 = 
3 + 81 = 
53 + 43 = 
39 + 6 = 
11 + 33 = 
24 + 14 = 
7 + 37 = 
41 + 34 = 
28 + 20 = 
17 + 49 = 
27 + 36 = 
57 + 35 = 
7 + 51 = 
80 + 1 = 
46 + 28 = 
43 + 57 = 
1 + 25 = 
40 + 25 = 
86 + 7 = 
67 + 13 = 
82 + 9 = 
56 + 44 = 
35 + 54 = 
3 + 18 = 
19 + 30 = 
24 + 50 = 
35 + 62 = 
0 + 99 = 
54 + 19 = 
71 + 15 = 
36 + 19 = 
5 + 40 = 
80 + 14 = 
3 + 15 = 
28 + 43 = 
4 + 86 = 
