58 + 30 = 
16 + 77 = 
3 + 22 = 
26 + 56 = 
41 + 35 = 
79 + 10 = 
24 + 16 = 
82 + 6 = 
10 + 35 = 
51 + 27 = 
46 + 2 = 
34 + 1 = 
13 + 35 = 
26 + 29 = 
43 + 19 = 
23 + 26 = 
1 + 19 = 
41 + 14 = 
59 + 36 = 
29 + 21 = 
47 + 53 = 
13 + 78 = 
83 + 4 = 
16 + 48 = 
5 + 65 = 
42 + 54 = 
24 + 32 = 
24 + 15 = 
3 + 95 = 
60 + 24 = 
45 + 51 = 
10 + 54 = 
5 + 33 = 
80 + 15 = 
34 + 18 = 
3 + 34 = 
59 + 19 = 
22 + 31 = 
28 + 72 = 
19 + 46 = 
3 + 77 = 
17 + 15 = 
30 + 54 = 
0 + 95 = 
37 + 2 = 
18 + 23 = 
21 + 23 = 
69 + 12 = 
51 + 44 = 
40 + 39 = 
30 + 33 = 
43 + 33 = 
14 + 6 = 
4 + 80 = 
43 + 35 = 
38 + 11 = 
22 + 26 = 
26 + 60 = 
52 + 47 = 
73 + 4 = 
