5 + 6 = 
8 + 67 = 
31 + 49 = 
12 + 58 = 
35 + 59 = 
23 + 71 = 
5 + 34 = 
2 + 35 = 
42 + 16 = 
71 + 28 = 
38 + 42 = 
1 + 58 = 
2 + 10 = 
18 + 78 = 
54 + 37 = 
31 + 50 = 
56 + 12 = 
27 + 42 = 
11 + 27 = 
4 + 48 = 
12 + 74 = 
17 + 33 = 
4 + 63 = 
14 + 45 = 
47 + 49 = 
10 + 74 = 
13 + 41 = 
44 + 4 = 
29 + 52 = 
70 + 14 = 
26 + 0 = 
9 + 13 = 
3 + 37 = 
14 + 69 = 
40 + 0 = 
49 + 13 = 
55 + 29 = 
4 + 0 = 
22 + 22 = 
5 + 31 = 
29 + 29 = 
12 + 24 = 
11 + 6 = 
14 + 41 = 
41 + 13 = 
24 + 50 = 
18 + 61 = 
83 + 9 = 
25 + 7 = 
12 + 42 = 
12 + 19 = 
26 + 30 = 
22 + 56 = 
77 + 20 = 
2 + 21 = 
64 + 21 = 
3 + 94 = 
25 + 36 = 
16 + 70 = 
17 + 28 = 
