30 + 22 = 
82 + 11 = 
64 + 12 = 
52 + 38 = 
18 + 31 = 
63 + 14 = 
5 + 83 = 
13 + 9 = 
40 + 18 = 
67 + 24 = 
35 + 52 = 
20 + 34 = 
49 + 14 = 
1 + 6 = 
5 + 65 = 
31 + 26 = 
46 + 46 = 
64 + 21 = 
3 + 44 = 
37 + 18 = 
81 + 9 = 
9 + 63 = 
64 + 35 = 
53 + 47 = 
31 + 27 = 
19 + 38 = 
48 + 9 = 
50 + 25 = 
1 + 14 = 
65 + 2 = 
23 + 8 = 
20 + 66 = 
19 + 36 = 
49 + 4 = 
49 + 6 = 
12 + 19 = 
14 + 74 = 
15 + 18 = 
60 + 16 = 
20 + 31 = 
20 + 21 = 
35 + 27 = 
31 + 47 = 
22 + 63 = 
32 + 42 = 
1 + 26 = 
15 + 14 = 
52 + 23 = 
24 + 12 = 
31 + 58 = 
13 + 12 = 
15 + 54 = 
7 + 89 = 
7 + 3 = 
20 + 1 = 
1 + 49 = 
39 + 57 = 
1 + 81 = 
20 + 14 = 
68 + 12 = 
86 + 13 = 
24 + 16 = 
26 + 68 = 
54 + 44 = 
47 + 5 = 
59 + 19 = 
27 + 33 = 
64 + 29 = 
5 + 89 = 
18 + 57 = 
33 + 50 = 
77 + 21 = 
26 + 11 = 
53 + 43 = 
62 + 10 = 
21 + 70 = 
18 + 82 = 
51 + 43 = 
11 + 68 = 
67 + 1 = 
58 + 1 = 
27 + 35 = 
40 + 31 = 
59 + 40 = 
19 + 66 = 
66 + 13 = 
75 + 5 = 
27 + 57 = 
0 + 16 = 
30 + 52 = 
