85 - 31 = 
41 - 38 = 
97 - 7 = 
88 - 43 = 
97 - 4 = 
4 - 1 = 
77 - 44 = 
99 - 28 = 
68 - 8 = 
22 - 14 = 
97 - 8 = 
78 - 54 = 
17 - 4 = 
4 - 1 = 
35 - 9 = 
51 - 33 = 
89 - 32 = 
59 - 28 = 
76 - 26 = 
82 - 10 = 
61 - 41 = 
98 - 90 = 
26 - 23 = 
33 - 27 = 
100 - 18 = 
38 - 29 = 
30 - 16 = 
40 - 1 = 
82 - 11 = 
77 - 60 = 
62 - 19 = 
39 - 23 = 
57 - 54 = 
38 - 20 = 
97 - 40 = 
57 - 4 = 
41 - 33 = 
28 - 2 = 
86 - 50 = 
61 - 54 = 
11 - 0 = 
83 - 12 = 
76 - 55 = 
54 - 13 = 
71 - 18 = 
88 - 40 = 
86 - 22 = 
52 - 48 = 
60 - 9 = 
21 - 11 = 
