4 + 6 = 
63 + 23 = 
25 + 29 = 
22 + 56 = 
35 + 17 = 
43 + 18 = 
50 + 36 = 
66 + 7 = 
57 + 36 = 
49 + 18 = 
5 + 54 = 
42 + 55 = 
30 + 61 = 
39 + 26 = 
17 + 5 = 
0 + 93 = 
15 + 26 = 
3 + 44 = 
37 + 41 = 
41 + 1 = 
15 + 69 = 
71 + 18 = 
20 + 31 = 
76 + 20 = 
12 + 65 = 
69 + 2 = 
70 + 21 = 
30 + 58 = 
10 + 24 = 
69 + 3 = 
8 + 49 = 
26 + 30 = 
27 + 30 = 
23 + 20 = 
4 + 11 = 
32 + 55 = 
43 + 29 = 
83 + 3 = 
45 + 32 = 
20 + 79 = 
0 + 37 = 
72 + 22 = 
28 + 21 = 
6 + 40 = 
6 + 3 = 
21 + 17 = 
82 + 13 = 
42 + 0 = 
13 + 15 = 
61 + 26 = 
29 + 14 = 
35 + 55 = 
39 + 54 = 
0 + 29 = 
50 + 41 = 
32 + 55 = 
37 + 1 = 
1 + 89 = 
68 + 5 = 
48 + 49 = 
37 + 2 = 
28 + 64 = 
23 + 42 = 
33 + 25 = 
17 + 38 = 
20 + 72 = 
32 + 9 = 
35 + 16 = 
24 + 76 = 
2 + 83 = 
25 + 46 = 
17 + 65 = 
9 + 44 = 
26 + 44 = 
60 + 1 = 
6 + 78 = 
46 + 18 = 
10 + 2 = 
37 + 57 = 
25 + 62 = 
59 + 22 = 
38 + 14 = 
49 + 49 = 
70 + 21 = 
9 + 3 = 
11 + 70 = 
45 + 19 = 
3 + 22 = 
68 + 30 = 
23 + 22 = 
