23 - 6 = 
71 - 3 = 
27 - 14 = 
66 - 61 = 
92 - 87 = 
38 - 20 = 
58 - 9 = 
73 - 47 = 
72 - 1 = 
69 - 20 = 
67 - 17 = 
95 - 14 = 
52 - 37 = 
41 - 10 = 
94 - 4 = 
64 - 16 = 
16 - 8 = 
74 - 47 = 
95 - 59 = 
75 - 16 = 
81 - 34 = 
80 - 17 = 
64 - 23 = 
69 - 14 = 
54 - 33 = 
53 - 41 = 
18 - 4 = 
76 - 41 = 
82 - 52 = 
94 - 51 = 
88 - 51 = 
80 - 38 = 
83 - 3 = 
68 - 2 = 
96 - 66 = 
79 - 15 = 
97 - 76 = 
21 - 2 = 
93 - 49 = 
89 - 35 = 
96 - 9 = 
31 - 12 = 
99 - 37 = 
45 - 12 = 
100 - 85 = 
95 - 69 = 
100 - 2 = 
96 - 31 = 
84 - 1 = 
28 - 17 = 
74 - 56 = 
91 - 59 = 
39 - 6 = 
82 - 22 = 
44 - 31 = 
13 - 10 = 
52 - 51 = 
100 - 96 = 
78 - 74 = 
72 - 72 = 
