1 + 3 = 
16 + 16 = 
3 + 23 = 
16 + 11 = 
91 + 4 = 
41 + 1 = 
84 + 7 = 
45 + 22 = 
0 + 56 = 
67 + 10 = 
13 + 20 = 
15 + 83 = 
22 + 51 = 
23 + 36 = 
53 + 0 = 
17 + 6 = 
6 + 54 = 
64 + 30 = 
44 + 7 = 
1 + 41 = 
30 + 25 = 
9 + 85 = 
24 + 72 = 
0 + 30 = 
64 + 17 = 
24 + 0 = 
95 + 4 = 
75 + 19 = 
64 + 5 = 
5 + 71 = 
22 + 6 = 
40 + 25 = 
15 + 30 = 
9 + 74 = 
65 + 2 = 
20 + 64 = 
9 + 66 = 
59 + 0 = 
20 + 76 = 
11 + 37 = 
45 + 51 = 
97 + 1 = 
18 + 75 = 
58 + 19 = 
22 + 3 = 
12 + 71 = 
4 + 58 = 
0 + 5 = 
95 + 1 = 
3 + 93 = 
3 + 82 = 
32 + 38 = 
26 + 17 = 
76 + 9 = 
55 + 16 = 
12 + 18 = 
83 + 11 = 
15 + 31 = 
30 + 62 = 
83 + 12 = 
47 + 27 = 
23 + 68 = 
6 + 5 = 
0 + 79 = 
36 + 63 = 
28 + 59 = 
73 + 19 = 
53 + 37 = 
13 + 72 = 
38 + 54 = 
