53 - 28 = 
79 - 1 = 
42 - 36 = 
40 - 40 = 
100 - 51 = 
60 - 57 = 
99 - 29 = 
88 - 1 = 
78 - 25 = 
71 - 38 = 
44 - 14 = 
92 - 57 = 
98 - 53 = 
99 - 75 = 
87 - 63 = 
95 - 81 = 
88 - 21 = 
41 - 4 = 
83 - 67 = 
37 - 10 = 
48 - 19 = 
78 - 5 = 
67 - 21 = 
98 - 12 = 
75 - 64 = 
49 - 13 = 
68 - 13 = 
40 - 6 = 
96 - 63 = 
85 - 79 = 
57 - 32 = 
100 - 52 = 
93 - 73 = 
93 - 57 = 
76 - 63 = 
17 - 17 = 
75 - 64 = 
27 - 21 = 
73 - 62 = 
28 - 28 = 
71 - 31 = 
51 - 30 = 
41 - 28 = 
84 - 4 = 
64 - 34 = 
63 - 12 = 
52 - 31 = 
77 - 22 = 
99 - 63 = 
64 - 4 = 
28 - 17 = 
96 - 40 = 
89 - 79 = 
96 - 69 = 
59 - 36 = 
67 - 59 = 
66 - 5 = 
16 - 12 = 
81 - 81 = 
71 - 52 = 
