15 + 4 = 
11 + 42 = 
12 + 67 = 
35 + 21 = 
14 + 13 = 
81 + 18 = 
6 + 4 = 
30 + 8 = 
49 + 37 = 
10 + 53 = 
63 + 3 = 
59 + 31 = 
65 + 13 = 
72 + 16 = 
59 + 37 = 
49 + 26 = 
5 + 52 = 
84 + 10 = 
22 + 6 = 
31 + 25 = 
19 + 45 = 
48 + 46 = 
43 + 49 = 
62 + 11 = 
67 + 12 = 
26 + 10 = 
12 + 11 = 
6 + 6 = 
67 + 17 = 
49 + 30 = 
20 + 39 = 
74 + 16 = 
21 + 16 = 
10 + 43 = 
21 + 15 = 
27 + 57 = 
8 + 81 = 
42 + 24 = 
8 + 66 = 
22 + 68 = 
36 + 58 = 
32 + 44 = 
46 + 29 = 
60 + 16 = 
4 + 26 = 
39 + 9 = 
1 + 67 = 
13 + 31 = 
11 + 77 = 
20 + 33 = 
7 + 19 = 
46 + 38 = 
34 + 14 = 
5 + 44 = 
68 + 22 = 
49 + 28 = 
30 + 31 = 
23 + 21 = 
5 + 12 = 
36 + 45 = 
44 + 53 = 
48 + 43 = 
25 + 18 = 
11 + 79 = 
79 + 14 = 
70 + 30 = 
38 + 2 = 
4 + 15 = 
9 + 87 = 
12 + 11 = 
41 + 23 = 
65 + 5 = 
5 + 14 = 
3 + 66 = 
24 + 35 = 
47 + 49 = 
51 + 24 = 
18 + 51 = 
6 + 3 = 
16 + 58 = 
35 + 15 = 
2 + 9 = 
24 + 33 = 
87 + 0 = 
29 + 1 = 
12 + 50 = 
19 + 18 = 
2 + 54 = 
72 + 15 = 
30 + 52 = 
