4 + 25 = 
82 + 10 = 
87 + 6 = 
20 + 2 = 
39 + 42 = 
35 + 38 = 
9 + 77 = 
6 + 2 = 
21 + 52 = 
28 + 35 = 
22 + 42 = 
11 + 6 = 
27 + 60 = 
11 + 49 = 
44 + 37 = 
53 + 8 = 
7 + 43 = 
46 + 2 = 
8 + 1 = 
15 + 26 = 
28 + 26 = 
9 + 47 = 
5 + 90 = 
32 + 16 = 
1 + 77 = 
38 + 50 = 
18 + 79 = 
14 + 52 = 
14 + 18 = 
2 + 87 = 
55 + 42 = 
24 + 44 = 
2 + 2 = 
3 + 33 = 
5 + 42 = 
25 + 44 = 
34 + 31 = 
74 + 20 = 
0 + 9 = 
89 + 4 = 
56 + 25 = 
6 + 73 = 
12 + 76 = 
3 + 4 = 
58 + 32 = 
85 + 6 = 
58 + 14 = 
19 + 17 = 
65 + 31 = 
66 + 19 = 
21 + 66 = 
44 + 2 = 
46 + 48 = 
51 + 46 = 
39 + 1 = 
19 + 8 = 
74 + 10 = 
20 + 38 = 
34 + 1 = 
73 + 26 = 
66 + 26 = 
36 + 35 = 
42 + 36 = 
55 + 5 = 
33 + 62 = 
38 + 6 = 
0 + 63 = 
12 + 6 = 
18 + 82 = 
2 + 65 = 
82 + 17 = 
15 + 16 = 
71 + 14 = 
18 + 35 = 
78 + 17 = 
29 + 67 = 
14 + 4 = 
30 + 6 = 
22 + 40 = 
30 + 69 = 
11 + 63 = 
10 + 89 = 
26 + 8 = 
78 + 15 = 
6 + 44 = 
53 + 41 = 
27 + 70 = 
50 + 43 = 
6 + 30 = 
15 + 69 = 
