27 - 1 = 
98 - 76 = 
92 - 54 = 
44 - 26 = 
54 - 6 = 
59 - 52 = 
17 - 9 = 
33 - 25 = 
37 - 23 = 
54 - 6 = 
73 - 14 = 
94 - 23 = 
19 - 17 = 
85 - 56 = 
70 - 42 = 
60 - 52 = 
90 - 25 = 
59 - 26 = 
56 - 25 = 
74 - 20 = 
48 - 18 = 
7 - 0 = 
10 - 5 = 
26 - 6 = 
24 - 17 = 
63 - 63 = 
63 - 38 = 
49 - 9 = 
69 - 4 = 
37 - 12 = 
74 - 11 = 
95 - 16 = 
79 - 9 = 
68 - 29 = 
46 - 24 = 
50 - 8 = 
30 - 0 = 
34 - 8 = 
75 - 7 = 
47 - 30 = 
86 - 35 = 
81 - 56 = 
64 - 41 = 
95 - 87 = 
83 - 13 = 
70 - 68 = 
50 - 40 = 
93 - 2 = 
98 - 0 = 
98 - 8 = 
99 - 51 = 
94 - 64 = 
79 - 63 = 
36 - 20 = 
82 - 32 = 
60 - 60 = 
78 - 35 = 
40 - 35 = 
55 - 55 = 
74 - 63 = 
