46 + 51 = 
12 + 23 = 
48 + 36 = 
33 + 41 = 
3 + 10 = 
72 + 14 = 
23 + 24 = 
64 + 7 = 
4 + 11 = 
11 + 25 = 
30 + 24 = 
20 + 1 = 
82 + 5 = 
96 + 0 = 
26 + 45 = 
34 + 58 = 
68 + 24 = 
28 + 63 = 
2 + 7 = 
8 + 67 = 
61 + 34 = 
36 + 11 = 
24 + 35 = 
20 + 34 = 
66 + 17 = 
8 + 30 = 
92 + 6 = 
56 + 30 = 
27 + 4 = 
12 + 67 = 
50 + 46 = 
70 + 26 = 
45 + 7 = 
92 + 4 = 
78 + 21 = 
48 + 42 = 
48 + 47 = 
84 + 3 = 
57 + 24 = 
9 + 31 = 
51 + 9 = 
33 + 63 = 
35 + 22 = 
33 + 45 = 
6 + 73 = 
14 + 51 = 
76 + 12 = 
72 + 27 = 
46 + 37 = 
42 + 58 = 
46 + 26 = 
4 + 26 = 
8 + 22 = 
45 + 28 = 
18 + 16 = 
56 + 8 = 
14 + 3 = 
38 + 58 = 
14 + 14 = 
37 + 22 = 
38 + 41 = 
32 + 55 = 
2 + 91 = 
22 + 6 = 
52 + 32 = 
23 + 11 = 
68 + 20 = 
75 + 6 = 
1 + 65 = 
23 + 12 = 
2 + 5 = 
65 + 1 = 
39 + 45 = 
73 + 19 = 
38 + 17 = 
54 + 15 = 
17 + 69 = 
25 + 7 = 
15 + 77 = 
76 + 9 = 
46 + 32 = 
13 + 47 = 
38 + 46 = 
48 + 19 = 
7 + 6 = 
41 + 22 = 
10 + 53 = 
33 + 6 = 
36 + 35 = 
15 + 19 = 
