51 - 17 = 
29 - 17 = 
72 - 20 = 
41 - 33 = 
46 - 6 = 
95 - 26 = 
21 - 0 = 
87 - 34 = 
65 - 30 = 
27 - 4 = 
26 - 24 = 
71 - 21 = 
93 - 21 = 
93 - 31 = 
31 - 12 = 
74 - 25 = 
60 - 41 = 
75 - 14 = 
95 - 88 = 
44 - 30 = 
82 - 41 = 
55 - 17 = 
93 - 89 = 
69 - 62 = 
72 - 54 = 
69 - 39 = 
90 - 10 = 
55 - 22 = 
19 - 6 = 
77 - 41 = 
97 - 12 = 
87 - 81 = 
40 - 3 = 
74 - 26 = 
92 - 1 = 
69 - 2 = 
68 - 26 = 
78 - 15 = 
58 - 7 = 
67 - 67 = 
34 - 1 = 
41 - 28 = 
92 - 75 = 
56 - 19 = 
81 - 24 = 
39 - 26 = 
84 - 63 = 
75 - 20 = 
38 - 5 = 
80 - 45 = 
70 - 37 = 
73 - 55 = 
88 - 74 = 
95 - 18 = 
100 - 28 = 
95 - 75 = 
98 - 64 = 
98 - 23 = 
32 - 28 = 
34 - 17 = 
