15 + 63 = 
41 + 2 = 
38 + 55 = 
11 + 47 = 
8 + 30 = 
44 + 13 = 
8 + 82 = 
58 + 31 = 
34 + 60 = 
45 + 36 = 
14 + 53 = 
91 + 8 = 
67 + 16 = 
57 + 39 = 
1 + 26 = 
45 + 23 = 
65 + 28 = 
13 + 67 = 
31 + 25 = 
2 + 95 = 
32 + 6 = 
20 + 47 = 
14 + 27 = 
31 + 38 = 
78 + 11 = 
90 + 2 = 
13 + 39 = 
14 + 66 = 
79 + 11 = 
20 + 56 = 
23 + 27 = 
84 + 12 = 
22 + 0 = 
52 + 19 = 
2 + 50 = 
31 + 12 = 
11 + 10 = 
44 + 24 = 
8 + 8 = 
1 + 14 = 
19 + 44 = 
12 + 46 = 
30 + 6 = 
15 + 43 = 
23 + 6 = 
60 + 33 = 
21 + 44 = 
29 + 60 = 
7 + 20 = 
5 + 12 = 
28 + 65 = 
50 + 39 = 
30 + 38 = 
51 + 41 = 
34 + 59 = 
6 + 36 = 
7 + 70 = 
88 + 12 = 
52 + 16 = 
35 + 60 = 
58 + 9 = 
10 + 43 = 
14 + 27 = 
38 + 10 = 
6 + 15 = 
63 + 2 = 
40 + 57 = 
54 + 30 = 
87 + 0 = 
15 + 18 = 
2 + 9 = 
23 + 42 = 
83 + 4 = 
8 + 81 = 
3 + 18 = 
6 + 81 = 
52 + 10 = 
84 + 0 = 
3 + 3 = 
68 + 29 = 
