27 + 52 = 
20 + 73 = 
5 + 90 = 
71 + 19 = 
70 + 5 = 
20 + 9 = 
29 + 10 = 
24 + 19 = 
19 + 68 = 
1 + 94 = 
12 + 31 = 
42 + 33 = 
13 + 84 = 
80 + 3 = 
67 + 18 = 
54 + 22 = 
33 + 13 = 
13 + 5 = 
19 + 59 = 
70 + 24 = 
28 + 67 = 
34 + 65 = 
10 + 18 = 
21 + 23 = 
46 + 49 = 
21 + 2 = 
2 + 53 = 
28 + 25 = 
32 + 14 = 
52 + 33 = 
46 + 49 = 
45 + 4 = 
49 + 23 = 
8 + 14 = 
63 + 19 = 
27 + 25 = 
69 + 22 = 
37 + 5 = 
65 + 2 = 
51 + 13 = 
27 + 52 = 
43 + 34 = 
35 + 37 = 
42 + 40 = 
87 + 7 = 
34 + 0 = 
15 + 48 = 
38 + 11 = 
2 + 60 = 
2 + 9 = 
49 + 30 = 
37 + 24 = 
20 + 63 = 
11 + 44 = 
19 + 45 = 
1 + 4 = 
38 + 4 = 
70 + 2 = 
47 + 29 = 
38 + 29 = 
27 + 72 = 
17 + 1 = 
21 + 7 = 
64 + 19 = 
39 + 29 = 
5 + 66 = 
16 + 65 = 
54 + 8 = 
37 + 33 = 
9 + 52 = 
