48 - 42 = 
76 - 47 = 
89 - 70 = 
67 - 30 = 
92 - 91 = 
51 - 31 = 
100 - 60 = 
94 - 42 = 
84 - 30 = 
53 - 28 = 
34 - 21 = 
88 - 53 = 
98 - 9 = 
83 - 10 = 
51 - 50 = 
17 - 17 = 
61 - 27 = 
98 - 45 = 
89 - 82 = 
71 - 49 = 
94 - 12 = 
88 - 61 = 
33 - 30 = 
78 - 76 = 
88 - 48 = 
91 - 83 = 
60 - 57 = 
90 - 59 = 
78 - 7 = 
78 - 59 = 
66 - 15 = 
46 - 23 = 
30 - 18 = 
12 - 1 = 
84 - 75 = 
34 - 29 = 
98 - 48 = 
84 - 40 = 
95 - 92 = 
99 - 53 = 
74 - 67 = 
78 - 52 = 
82 - 82 = 
67 - 26 = 
38 - 15 = 
24 - 1 = 
64 - 4 = 
94 - 22 = 
78 - 70 = 
62 - 0 = 
98 - 78 = 
74 - 60 = 
81 - 45 = 
56 - 33 = 
77 - 26 = 
49 - 36 = 
70 - 50 = 
68 - 4 = 
96 - 78 = 
90 - 21 = 
