56 - 19 = 
22 - 15 = 
85 - 56 = 
44 - 35 = 
100 - 14 = 
86 - 23 = 
86 - 9 = 
57 - 34 = 
81 - 0 = 
95 - 83 = 
53 - 19 = 
93 - 86 = 
81 - 68 = 
88 - 5 = 
65 - 24 = 
55 - 33 = 
91 - 34 = 
11 - 4 = 
71 - 36 = 
80 - 22 = 
94 - 34 = 
93 - 84 = 
48 - 27 = 
26 - 8 = 
59 - 1 = 
65 - 11 = 
52 - 35 = 
87 - 65 = 
93 - 84 = 
86 - 39 = 
63 - 36 = 
95 - 12 = 
47 - 23 = 
96 - 84 = 
97 - 16 = 
19 - 13 = 
29 - 5 = 
65 - 1 = 
18 - 10 = 
100 - 72 = 
93 - 22 = 
91 - 75 = 
93 - 43 = 
94 - 29 = 
68 - 50 = 
81 - 64 = 
93 - 46 = 
84 - 68 = 
51 - 20 = 
56 - 48 = 
