31 - 19 = 
60 - 29 = 
94 - 87 = 
50 - 24 = 
92 - 72 = 
47 - 38 = 
99 - 50 = 
78 - 38 = 
42 - 18 = 
52 - 14 = 
40 - 7 = 
30 - 28 = 
77 - 13 = 
74 - 9 = 
83 - 62 = 
64 - 32 = 
69 - 61 = 
63 - 52 = 
55 - 41 = 
17 - 8 = 
77 - 23 = 
79 - 75 = 
59 - 59 = 
97 - 94 = 
48 - 25 = 
94 - 43 = 
39 - 15 = 
66 - 28 = 
53 - 14 = 
83 - 2 = 
59 - 44 = 
69 - 37 = 
33 - 31 = 
1 - 0 = 
49 - 8 = 
57 - 16 = 
79 - 41 = 
90 - 31 = 
50 - 36 = 
23 - 5 = 
42 - 41 = 
36 - 17 = 
14 - 8 = 
98 - 39 = 
31 - 22 = 
59 - 27 = 
100 - 14 = 
25 - 17 = 
93 - 16 = 
77 - 6 = 
28 - 9 = 
66 - 57 = 
7 - 4 = 
89 - 35 = 
69 - 35 = 
96 - 95 = 
76 - 37 = 
80 - 54 = 
100 - 81 = 
55 - 41 = 
38 - 11 = 
98 - 59 = 
43 - 39 = 
46 - 11 = 
71 - 51 = 
91 - 66 = 
78 - 4 = 
66 - 3 = 
66 - 18 = 
30 - 18 = 
42 - 41 = 
100 - 58 = 
81 - 63 = 
38 - 25 = 
51 - 26 = 
91 - 91 = 
63 - 63 = 
84 - 31 = 
57 - 11 = 
64 - 46 = 
