0 + 33 = 
6 + 28 = 
5 + 47 = 
40 + 10 = 
17 + 17 = 
3 + 38 = 
24 + 19 = 
32 + 62 = 
50 + 28 = 
1 + 22 = 
74 + 15 = 
21 + 8 = 
34 + 18 = 
54 + 23 = 
4 + 60 = 
38 + 0 = 
40 + 13 = 
5 + 80 = 
4 + 12 = 
13 + 12 = 
67 + 19 = 
26 + 21 = 
36 + 53 = 
14 + 45 = 
43 + 31 = 
30 + 31 = 
7 + 24 = 
75 + 0 = 
42 + 36 = 
21 + 42 = 
65 + 22 = 
57 + 27 = 
6 + 47 = 
27 + 55 = 
21 + 34 = 
34 + 32 = 
5 + 11 = 
20 + 31 = 
46 + 45 = 
12 + 54 = 
9 + 41 = 
8 + 29 = 
20 + 36 = 
37 + 61 = 
26 + 45 = 
17 + 12 = 
44 + 9 = 
35 + 58 = 
17 + 6 = 
9 + 0 = 
50 + 25 = 
0 + 80 = 
59 + 18 = 
9 + 33 = 
16 + 3 = 
17 + 25 = 
42 + 14 = 
33 + 24 = 
43 + 51 = 
24 + 27 = 
