82 - 23 = 
76 - 42 = 
81 - 79 = 
82 - 8 = 
91 - 3 = 
30 - 21 = 
86 - 9 = 
85 - 59 = 
93 - 62 = 
39 - 10 = 
96 - 25 = 
76 - 76 = 
94 - 86 = 
38 - 8 = 
56 - 9 = 
69 - 18 = 
90 - 58 = 
75 - 69 = 
99 - 59 = 
83 - 70 = 
98 - 53 = 
95 - 28 = 
96 - 54 = 
80 - 42 = 
91 - 11 = 
72 - 47 = 
95 - 64 = 
79 - 24 = 
53 - 40 = 
59 - 44 = 
93 - 53 = 
93 - 22 = 
81 - 51 = 
83 - 73 = 
94 - 45 = 
63 - 32 = 
80 - 54 = 
42 - 0 = 
69 - 42 = 
91 - 62 = 
36 - 32 = 
73 - 26 = 
97 - 3 = 
58 - 20 = 
80 - 39 = 
96 - 28 = 
36 - 0 = 
56 - 21 = 
59 - 47 = 
52 - 28 = 
78 - 43 = 
46 - 26 = 
50 - 8 = 
16 - 11 = 
78 - 3 = 
53 - 21 = 
64 - 20 = 
88 - 59 = 
53 - 45 = 
99 - 22 = 
