4 + 36 = 
15 + 38 = 
14 + 18 = 
51 + 31 = 
23 + 65 = 
7 + 69 = 
17 + 18 = 
38 + 17 = 
11 + 85 = 
35 + 1 = 
9 + 53 = 
7 + 71 = 
71 + 9 = 
94 + 5 = 
0 + 45 = 
25 + 54 = 
25 + 23 = 
81 + 3 = 
51 + 11 = 
1 + 83 = 
17 + 39 = 
54 + 27 = 
19 + 9 = 
27 + 20 = 
84 + 10 = 
38 + 16 = 
22 + 20 = 
67 + 25 = 
10 + 79 = 
43 + 55 = 
44 + 38 = 
21 + 28 = 
14 + 80 = 
14 + 41 = 
11 + 62 = 
39 + 41 = 
32 + 58 = 
76 + 14 = 
78 + 18 = 
35 + 17 = 
24 + 0 = 
57 + 32 = 
2 + 19 = 
1 + 91 = 
1 + 91 = 
45 + 2 = 
59 + 20 = 
5 + 55 = 
4 + 35 = 
3 + 6 = 
63 + 29 = 
24 + 15 = 
39 + 9 = 
28 + 19 = 
7 + 76 = 
8 + 60 = 
33 + 47 = 
59 + 9 = 
11 + 88 = 
20 + 61 = 
3 + 70 = 
6 + 78 = 
62 + 13 = 
4 + 42 = 
44 + 11 = 
17 + 64 = 
52 + 13 = 
32 + 15 = 
9 + 4 = 
78 + 17 = 
63 + 22 = 
23 + 59 = 
1 + 65 = 
22 + 42 = 
12 + 9 = 
10 + 85 = 
2 + 25 = 
31 + 52 = 
23 + 29 = 
68 + 4 = 
78 + 9 = 
19 + 62 = 
25 + 2 = 
50 + 17 = 
42 + 5 = 
32 + 33 = 
51 + 25 = 
28 + 62 = 
31 + 16 = 
25 + 68 = 
33 + 34 = 
18 + 69 = 
71 + 22 = 
37 + 55 = 
22 + 60 = 
9 + 50 = 
68 + 26 = 
9 + 16 = 
29 + 26 = 
29 + 56 = 
