10 + 53 = 
42 + 5 = 
43 + 5 = 
80 + 19 = 
58 + 42 = 
91 + 3 = 
62 + 30 = 
66 + 23 = 
41 + 21 = 
3 + 58 = 
13 + 38 = 
57 + 31 = 
42 + 37 = 
2 + 98 = 
64 + 2 = 
88 + 10 = 
48 + 42 = 
2 + 19 = 
19 + 26 = 
4 + 35 = 
10 + 64 = 
47 + 23 = 
47 + 49 = 
32 + 36 = 
46 + 19 = 
33 + 21 = 
18 + 0 = 
69 + 18 = 
2 + 66 = 
32 + 23 = 
71 + 4 = 
50 + 31 = 
1 + 75 = 
83 + 14 = 
41 + 26 = 
18 + 39 = 
67 + 11 = 
52 + 45 = 
36 + 51 = 
39 + 18 = 
45 + 23 = 
20 + 41 = 
33 + 16 = 
36 + 54 = 
19 + 24 = 
49 + 15 = 
59 + 33 = 
27 + 19 = 
38 + 33 = 
21 + 11 = 
34 + 13 = 
68 + 17 = 
6 + 54 = 
87 + 3 = 
44 + 26 = 
36 + 30 = 
23 + 2 = 
14 + 68 = 
12 + 47 = 
60 + 9 = 
17 + 13 = 
22 + 76 = 
21 + 13 = 
52 + 2 = 
36 + 33 = 
3 + 46 = 
59 + 21 = 
23 + 72 = 
2 + 71 = 
18 + 0 = 
