10 + 24 = 
14 + 37 = 
18 + 73 = 
21 + 14 = 
54 + 41 = 
54 + 18 = 
5 + 76 = 
16 + 52 = 
43 + 26 = 
3 + 11 = 
7 + 75 = 
5 + 45 = 
0 + 32 = 
33 + 16 = 
1 + 88 = 
13 + 32 = 
52 + 27 = 
60 + 13 = 
22 + 56 = 
68 + 20 = 
12 + 63 = 
1 + 29 = 
3 + 86 = 
21 + 59 = 
28 + 12 = 
63 + 36 = 
9 + 65 = 
2 + 84 = 
51 + 31 = 
16 + 16 = 
75 + 4 = 
34 + 15 = 
8 + 70 = 
24 + 50 = 
7 + 12 = 
18 + 6 = 
42 + 51 = 
25 + 63 = 
16 + 83 = 
22 + 4 = 
24 + 74 = 
56 + 17 = 
52 + 4 = 
37 + 27 = 
85 + 5 = 
17 + 80 = 
6 + 28 = 
32 + 11 = 
26 + 10 = 
16 + 29 = 
52 + 14 = 
24 + 19 = 
72 + 1 = 
76 + 22 = 
59 + 22 = 
53 + 28 = 
19 + 80 = 
13 + 22 = 
69 + 10 = 
27 + 0 = 
13 + 1 = 
54 + 14 = 
50 + 49 = 
0 + 15 = 
3 + 96 = 
43 + 41 = 
42 + 45 = 
8 + 35 = 
10 + 48 = 
62 + 0 = 
22 + 23 = 
45 + 45 = 
3 + 81 = 
79 + 21 = 
12 + 72 = 
68 + 30 = 
32 + 32 = 
51 + 34 = 
69 + 16 = 
42 + 54 = 
79 + 16 = 
9 + 60 = 
25 + 16 = 
61 + 28 = 
5 + 10 = 
36 + 3 = 
5 + 16 = 
22 + 33 = 
50 + 2 = 
7 + 44 = 
47 + 12 = 
36 + 49 = 
18 + 44 = 
38 + 21 = 
13 + 14 = 
61 + 21 = 
55 + 4 = 
4 + 26 = 
95 + 3 = 
6 + 33 = 
