48 + 17 = 
38 + 50 = 
15 + 70 = 
26 + 47 = 
49 + 25 = 
75 + 20 = 
7 + 40 = 
29 + 16 = 
35 + 45 = 
64 + 25 = 
11 + 65 = 
3 + 9 = 
19 + 5 = 
32 + 57 = 
48 + 1 = 
21 + 51 = 
14 + 13 = 
0 + 4 = 
5 + 80 = 
83 + 10 = 
6 + 66 = 
38 + 15 = 
94 + 3 = 
25 + 42 = 
30 + 64 = 
18 + 75 = 
18 + 59 = 
79 + 1 = 
18 + 31 = 
63 + 28 = 
10 + 15 = 
69 + 12 = 
17 + 65 = 
36 + 10 = 
40 + 6 = 
20 + 26 = 
16 + 3 = 
2 + 67 = 
17 + 53 = 
58 + 22 = 
56 + 38 = 
29 + 59 = 
5 + 43 = 
6 + 86 = 
42 + 17 = 
52 + 11 = 
21 + 2 = 
34 + 56 = 
24 + 57 = 
21 + 25 = 
4 + 13 = 
9 + 63 = 
45 + 33 = 
58 + 31 = 
20 + 40 = 
10 + 66 = 
69 + 2 = 
2 + 41 = 
63 + 10 = 
59 + 39 = 
0 + 26 = 
12 + 58 = 
45 + 34 = 
32 + 25 = 
5 + 55 = 
43 + 53 = 
29 + 14 = 
49 + 23 = 
4 + 13 = 
3 + 25 = 
5 + 24 = 
62 + 33 = 
34 + 14 = 
84 + 8 = 
47 + 44 = 
35 + 43 = 
31 + 45 = 
78 + 6 = 
93 + 3 = 
15 + 2 = 
60 + 5 = 
6 + 73 = 
56 + 2 = 
7 + 18 = 
18 + 46 = 
2 + 66 = 
83 + 9 = 
49 + 40 = 
74 + 23 = 
7 + 22 = 
