25 + 6 = 
26 + 19 = 
26 + 21 = 
78 + 3 = 
55 + 35 = 
36 + 24 = 
83 + 16 = 
12 + 15 = 
1 + 77 = 
26 + 40 = 
63 + 5 = 
39 + 24 = 
30 + 18 = 
75 + 1 = 
77 + 22 = 
23 + 50 = 
3 + 74 = 
9 + 19 = 
13 + 17 = 
65 + 2 = 
28 + 5 = 
70 + 8 = 
8 + 19 = 
28 + 28 = 
84 + 10 = 
55 + 17 = 
0 + 10 = 
3 + 13 = 
67 + 21 = 
60 + 29 = 
58 + 27 = 
12 + 33 = 
18 + 7 = 
52 + 11 = 
26 + 15 = 
64 + 13 = 
9 + 69 = 
19 + 81 = 
1 + 22 = 
2 + 54 = 
9 + 36 = 
19 + 17 = 
14 + 57 = 
43 + 26 = 
19 + 35 = 
28 + 49 = 
13 + 73 = 
37 + 58 = 
34 + 48 = 
10 + 89 = 
1 + 93 = 
3 + 28 = 
53 + 1 = 
10 + 38 = 
46 + 36 = 
82 + 8 = 
76 + 19 = 
27 + 72 = 
4 + 73 = 
2 + 91 = 
55 + 38 = 
50 + 2 = 
24 + 15 = 
78 + 18 = 
3 + 57 = 
17 + 36 = 
65 + 7 = 
84 + 13 = 
28 + 40 = 
10 + 24 = 
