87 - 9 = 
37 - 17 = 
78 - 66 = 
57 - 30 = 
99 - 35 = 
66 - 5 = 
42 - 31 = 
87 - 8 = 
88 - 61 = 
88 - 41 = 
28 - 16 = 
99 - 3 = 
35 - 14 = 
82 - 63 = 
93 - 6 = 
74 - 26 = 
85 - 12 = 
78 - 3 = 
95 - 19 = 
86 - 13 = 
69 - 17 = 
68 - 20 = 
51 - 43 = 
58 - 14 = 
65 - 51 = 
74 - 54 = 
61 - 37 = 
98 - 76 = 
83 - 60 = 
52 - 29 = 
58 - 12 = 
76 - 9 = 
69 - 54 = 
82 - 16 = 
87 - 2 = 
90 - 26 = 
84 - 32 = 
93 - 42 = 
21 - 4 = 
79 - 20 = 
56 - 21 = 
39 - 32 = 
72 - 58 = 
69 - 69 = 
54 - 3 = 
44 - 24 = 
63 - 15 = 
83 - 64 = 
88 - 82 = 
92 - 43 = 
80 - 33 = 
87 - 16 = 
42 - 13 = 
17 - 13 = 
76 - 14 = 
29 - 0 = 
50 - 28 = 
95 - 32 = 
4 - 2 = 
71 - 62 = 
40 - 13 = 
82 - 24 = 
93 - 63 = 
25 - 21 = 
69 - 16 = 
99 - 5 = 
72 - 33 = 
91 - 28 = 
80 - 74 = 
93 - 76 = 
97 - 79 = 
90 - 76 = 
20 - 16 = 
66 - 63 = 
74 - 24 = 
100 - 65 = 
93 - 90 = 
78 - 76 = 
35 - 16 = 
80 - 53 = 
53 - 38 = 
37 - 12 = 
97 - 61 = 
85 - 21 = 
79 - 47 = 
79 - 34 = 
95 - 3 = 
51 - 17 = 
34 - 24 = 
72 - 71 = 
