81 + 1 = 
62 + 33 = 
42 + 57 = 
41 + 18 = 
23 + 7 = 
3 + 28 = 
20 + 21 = 
44 + 25 = 
11 + 43 = 
54 + 31 = 
2 + 33 = 
76 + 8 = 
30 + 22 = 
23 + 15 = 
17 + 20 = 
4 + 82 = 
14 + 34 = 
6 + 84 = 
73 + 13 = 
10 + 88 = 
2 + 9 = 
60 + 2 = 
43 + 38 = 
2 + 43 = 
2 + 57 = 
68 + 14 = 
49 + 8 = 
0 + 42 = 
6 + 88 = 
55 + 19 = 
71 + 29 = 
0 + 61 = 
33 + 6 = 
50 + 1 = 
22 + 8 = 
24 + 51 = 
11 + 24 = 
25 + 40 = 
77 + 9 = 
17 + 37 = 
3 + 91 = 
72 + 0 = 
19 + 9 = 
31 + 19 = 
7 + 46 = 
40 + 39 = 
4 + 43 = 
10 + 51 = 
5 + 36 = 
58 + 10 = 
35 + 40 = 
44 + 17 = 
17 + 21 = 
63 + 14 = 
32 + 26 = 
10 + 22 = 
21 + 50 = 
5 + 39 = 
17 + 45 = 
55 + 12 = 
16 + 58 = 
21 + 6 = 
26 + 3 = 
67 + 7 = 
19 + 65 = 
59 + 15 = 
17 + 56 = 
23 + 50 = 
0 + 90 = 
61 + 28 = 
38 + 57 = 
28 + 60 = 
91 + 3 = 
33 + 48 = 
34 + 31 = 
47 + 5 = 
9 + 38 = 
52 + 6 = 
22 + 8 = 
19 + 62 = 
