19 + 67 = 
46 + 14 = 
1 + 29 = 
14 + 76 = 
14 + 61 = 
21 + 45 = 
16 + 64 = 
13 + 8 = 
41 + 25 = 
52 + 9 = 
10 + 5 = 
48 + 28 = 
0 + 31 = 
73 + 22 = 
29 + 40 = 
32 + 20 = 
17 + 41 = 
18 + 4 = 
10 + 15 = 
67 + 0 = 
13 + 28 = 
12 + 57 = 
28 + 1 = 
30 + 33 = 
12 + 59 = 
30 + 17 = 
8 + 6 = 
64 + 21 = 
83 + 16 = 
15 + 26 = 
7 + 86 = 
85 + 14 = 
13 + 46 = 
66 + 16 = 
9 + 14 = 
25 + 40 = 
35 + 40 = 
21 + 58 = 
45 + 17 = 
0 + 2 = 
74 + 8 = 
71 + 8 = 
2 + 6 = 
33 + 46 = 
8 + 86 = 
54 + 32 = 
25 + 2 = 
1 + 42 = 
6 + 40 = 
46 + 7 = 
