0 + 68 = 
1 + 52 = 
48 + 1 = 
88 + 6 = 
57 + 43 = 
74 + 16 = 
28 + 60 = 
55 + 7 = 
23 + 61 = 
29 + 11 = 
39 + 7 = 
50 + 21 = 
10 + 39 = 
19 + 14 = 
11 + 22 = 
12 + 59 = 
29 + 33 = 
60 + 9 = 
29 + 10 = 
31 + 27 = 
42 + 6 = 
28 + 11 = 
25 + 5 = 
82 + 9 = 
20 + 16 = 
74 + 8 = 
34 + 4 = 
42 + 42 = 
14 + 61 = 
35 + 61 = 
6 + 55 = 
65 + 10 = 
11 + 43 = 
68 + 30 = 
19 + 75 = 
35 + 27 = 
77 + 4 = 
30 + 15 = 
15 + 21 = 
49 + 26 = 
78 + 18 = 
19 + 54 = 
27 + 34 = 
16 + 45 = 
0 + 80 = 
31 + 46 = 
46 + 14 = 
21 + 61 = 
24 + 2 = 
45 + 55 = 
5 + 17 = 
39 + 30 = 
53 + 31 = 
41 + 14 = 
16 + 81 = 
78 + 4 = 
55 + 42 = 
77 + 17 = 
5 + 57 = 
11 + 5 = 
