66 - 45 = 
54 - 12 = 
92 - 65 = 
70 - 17 = 
89 - 80 = 
19 - 11 = 
96 - 83 = 
82 - 22 = 
38 - 35 = 
44 - 31 = 
86 - 62 = 
54 - 48 = 
35 - 24 = 
74 - 47 = 
80 - 17 = 
68 - 54 = 
10 - 9 = 
71 - 5 = 
73 - 49 = 
53 - 29 = 
11 - 11 = 
54 - 28 = 
88 - 69 = 
99 - 97 = 
68 - 4 = 
68 - 0 = 
61 - 0 = 
87 - 70 = 
96 - 86 = 
89 - 72 = 
98 - 49 = 
40 - 6 = 
72 - 69 = 
97 - 51 = 
79 - 3 = 
92 - 69 = 
69 - 10 = 
88 - 4 = 
47 - 7 = 
94 - 1 = 
67 - 40 = 
15 - 12 = 
87 - 59 = 
84 - 56 = 
87 - 49 = 
66 - 9 = 
83 - 5 = 
68 - 19 = 
85 - 39 = 
90 - 21 = 
