94 - 9 = 
90 - 43 = 
39 - 8 = 
78 - 13 = 
62 - 48 = 
86 - 86 = 
99 - 4 = 
59 - 3 = 
77 - 44 = 
58 - 10 = 
22 - 0 = 
35 - 11 = 
56 - 55 = 
92 - 56 = 
88 - 21 = 
92 - 14 = 
12 - 1 = 
93 - 60 = 
29 - 14 = 
63 - 21 = 
73 - 32 = 
85 - 41 = 
47 - 39 = 
60 - 11 = 
32 - 24 = 
70 - 16 = 
81 - 26 = 
96 - 5 = 
76 - 76 = 
38 - 38 = 
13 - 5 = 
44 - 37 = 
32 - 23 = 
98 - 66 = 
80 - 25 = 
94 - 47 = 
95 - 69 = 
58 - 46 = 
73 - 67 = 
48 - 4 = 
94 - 84 = 
73 - 32 = 
54 - 49 = 
77 - 18 = 
55 - 15 = 
87 - 56 = 
23 - 10 = 
61 - 61 = 
32 - 0 = 
90 - 34 = 
91 - 72 = 
99 - 83 = 
70 - 34 = 
6 - 0 = 
95 - 61 = 
92 - 27 = 
88 - 45 = 
44 - 21 = 
40 - 2 = 
86 - 78 = 
