2 + 42 = 
67 + 4 = 
20 + 55 = 
0 + 57 = 
13 + 47 = 
32 + 25 = 
17 + 4 = 
52 + 8 = 
4 + 59 = 
18 + 30 = 
3 + 71 = 
55 + 21 = 
24 + 2 = 
1 + 31 = 
20 + 77 = 
7 + 10 = 
17 + 0 = 
28 + 17 = 
41 + 44 = 
30 + 58 = 
58 + 0 = 
77 + 0 = 
29 + 61 = 
53 + 20 = 
10 + 51 = 
18 + 22 = 
18 + 52 = 
11 + 49 = 
48 + 33 = 
26 + 66 = 
4 + 27 = 
9 + 44 = 
7 + 42 = 
21 + 53 = 
34 + 37 = 
87 + 1 = 
8 + 84 = 
44 + 20 = 
52 + 14 = 
32 + 66 = 
7 + 19 = 
21 + 68 = 
39 + 4 = 
19 + 25 = 
44 + 37 = 
74 + 6 = 
4 + 7 = 
28 + 38 = 
28 + 63 = 
9 + 90 = 
1 + 5 = 
4 + 78 = 
14 + 5 = 
6 + 11 = 
77 + 0 = 
2 + 19 = 
9 + 87 = 
19 + 7 = 
36 + 30 = 
2 + 2 = 
86 + 10 = 
17 + 7 = 
53 + 17 = 
59 + 9 = 
43 + 48 = 
16 + 64 = 
19 + 10 = 
36 + 24 = 
44 + 43 = 
20 + 32 = 
15 + 75 = 
26 + 30 = 
13 + 31 = 
25 + 36 = 
64 + 14 = 
5 + 8 = 
84 + 10 = 
14 + 42 = 
56 + 23 = 
43 + 24 = 
2 + 56 = 
0 + 9 = 
25 + 70 = 
12 + 84 = 
78 + 18 = 
25 + 11 = 
24 + 50 = 
6 + 77 = 
50 + 43 = 
49 + 16 = 
9 + 72 = 
35 + 27 = 
13 + 33 = 
46 + 11 = 
50 + 45 = 
53 + 9 = 
47 + 8 = 
50 + 50 = 
66 + 28 = 
46 + 50 = 
