14 + 25 = 
33 + 16 = 
1 + 92 = 
7 + 49 = 
53 + 2 = 
46 + 47 = 
52 + 5 = 
4 + 38 = 
15 + 6 = 
86 + 4 = 
80 + 0 = 
85 + 15 = 
34 + 24 = 
18 + 63 = 
45 + 9 = 
70 + 17 = 
2 + 91 = 
89 + 7 = 
5 + 57 = 
49 + 28 = 
2 + 82 = 
18 + 61 = 
19 + 74 = 
51 + 9 = 
6 + 21 = 
0 + 68 = 
1 + 52 = 
21 + 76 = 
18 + 12 = 
82 + 16 = 
67 + 1 = 
28 + 28 = 
72 + 26 = 
20 + 33 = 
48 + 9 = 
7 + 23 = 
87 + 4 = 
3 + 66 = 
48 + 46 = 
77 + 0 = 
5 + 39 = 
14 + 63 = 
3 + 13 = 
44 + 28 = 
48 + 52 = 
41 + 20 = 
71 + 27 = 
39 + 42 = 
14 + 47 = 
20 + 74 = 
10 + 7 = 
27 + 17 = 
18 + 19 = 
41 + 51 = 
58 + 28 = 
14 + 16 = 
39 + 54 = 
29 + 24 = 
50 + 0 = 
57 + 12 = 
31 + 43 = 
11 + 1 = 
70 + 15 = 
29 + 35 = 
72 + 25 = 
41 + 16 = 
58 + 42 = 
20 + 71 = 
71 + 21 = 
27 + 55 = 
