46 + 46 = 
9 + 41 = 
4 + 49 = 
71 + 21 = 
5 + 68 = 
11 + 46 = 
73 + 11 = 
57 + 5 = 
7 + 12 = 
61 + 8 = 
9 + 4 = 
18 + 60 = 
57 + 13 = 
87 + 6 = 
22 + 0 = 
13 + 75 = 
1 + 95 = 
69 + 31 = 
7 + 34 = 
33 + 8 = 
69 + 30 = 
75 + 0 = 
3 + 1 = 
15 + 51 = 
18 + 63 = 
14 + 49 = 
50 + 50 = 
5 + 24 = 
29 + 70 = 
31 + 3 = 
62 + 29 = 
14 + 15 = 
12 + 44 = 
9 + 55 = 
51 + 42 = 
49 + 45 = 
48 + 22 = 
25 + 36 = 
34 + 13 = 
23 + 21 = 
12 + 63 = 
11 + 7 = 
35 + 30 = 
2 + 70 = 
25 + 27 = 
22 + 40 = 
16 + 38 = 
90 + 9 = 
60 + 18 = 
13 + 83 = 
