26 + 41 = 
43 + 44 = 
53 + 23 = 
25 + 35 = 
12 + 61 = 
7 + 93 = 
4 + 49 = 
56 + 0 = 
32 + 9 = 
1 + 83 = 
30 + 4 = 
11 + 67 = 
35 + 3 = 
70 + 21 = 
30 + 19 = 
30 + 43 = 
20 + 44 = 
65 + 21 = 
59 + 20 = 
6 + 86 = 
28 + 37 = 
58 + 24 = 
18 + 48 = 
19 + 47 = 
29 + 22 = 
10 + 11 = 
3 + 88 = 
66 + 21 = 
16 + 40 = 
63 + 3 = 
59 + 41 = 
9 + 38 = 
35 + 52 = 
83 + 12 = 
7 + 85 = 
8 + 73 = 
76 + 18 = 
2 + 6 = 
25 + 43 = 
77 + 12 = 
6 + 6 = 
15 + 46 = 
5 + 90 = 
55 + 25 = 
73 + 19 = 
51 + 33 = 
65 + 35 = 
55 + 9 = 
42 + 46 = 
27 + 64 = 
