40 + 54 = 
38 + 12 = 
5 + 48 = 
2 + 70 = 
29 + 14 = 
41 + 5 = 
28 + 32 = 
63 + 28 = 
51 + 49 = 
34 + 20 = 
4 + 54 = 
6 + 47 = 
40 + 8 = 
32 + 36 = 
20 + 41 = 
16 + 71 = 
42 + 55 = 
45 + 13 = 
19 + 18 = 
68 + 10 = 
40 + 55 = 
22 + 23 = 
46 + 47 = 
71 + 26 = 
13 + 29 = 
40 + 59 = 
0 + 78 = 
50 + 10 = 
58 + 10 = 
0 + 90 = 
58 + 17 = 
41 + 27 = 
21 + 71 = 
35 + 51 = 
10 + 49 = 
64 + 28 = 
22 + 54 = 
41 + 2 = 
62 + 27 = 
53 + 2 = 
17 + 2 = 
24 + 69 = 
41 + 11 = 
5 + 82 = 
38 + 56 = 
30 + 37 = 
41 + 32 = 
38 + 28 = 
53 + 7 = 
27 + 60 = 
11 + 83 = 
13 + 86 = 
34 + 43 = 
67 + 8 = 
1 + 70 = 
38 + 50 = 
28 + 21 = 
18 + 31 = 
73 + 12 = 
62 + 19 = 
