12 + 19 = 
9 + 85 = 
48 + 38 = 
17 + 8 = 
70 + 18 = 
39 + 57 = 
61 + 30 = 
46 + 43 = 
36 + 37 = 
35 + 19 = 
36 + 46 = 
11 + 20 = 
27 + 2 = 
5 + 72 = 
56 + 33 = 
94 + 1 = 
36 + 5 = 
1 + 85 = 
34 + 14 = 
0 + 13 = 
11 + 9 = 
64 + 12 = 
41 + 38 = 
23 + 20 = 
14 + 77 = 
86 + 11 = 
73 + 23 = 
33 + 2 = 
4 + 22 = 
10 + 69 = 
15 + 55 = 
62 + 38 = 
82 + 3 = 
15 + 37 = 
12 + 12 = 
3 + 35 = 
55 + 10 = 
58 + 20 = 
1 + 89 = 
24 + 30 = 
76 + 15 = 
37 + 29 = 
27 + 42 = 
58 + 12 = 
69 + 30 = 
70 + 28 = 
23 + 62 = 
15 + 57 = 
0 + 100 = 
45 + 13 = 
87 + 1 = 
49 + 3 = 
10 + 67 = 
48 + 16 = 
47 + 1 = 
26 + 5 = 
54 + 35 = 
11 + 33 = 
18 + 17 = 
89 + 11 = 
25 + 38 = 
64 + 32 = 
52 + 1 = 
14 + 17 = 
12 + 67 = 
5 + 90 = 
0 + 88 = 
10 + 65 = 
68 + 10 = 
5 + 75 = 
75 + 6 = 
53 + 5 = 
51 + 45 = 
40 + 26 = 
10 + 14 = 
47 + 45 = 
23 + 39 = 
7 + 30 = 
49 + 31 = 
44 + 47 = 
